enrollment_id,code_module,code_presentation,imd_band,num_of_prev_attempts,studied_credits,final_result,id_student
15646,DDD,2013J,90-100%,0,60,Withdrawn,586823
15647,DDD,2013J,50-60%,0,120,Pass,586912
15648,DDD,2013J,20-30%,0,120,Withdrawn,586961
15649,DDD,2013J,0-10%,0,60,Pass,587002
15650,DDD,2013J,0-10%,0,60,Fail,587006
15651,DDD,2013J,90-100%,0,60,Withdrawn,587099
15652,DDD,2013J,10-20,0,120,Withdrawn,587179
15653,DDD,2013J,30-40%,0,120,Withdrawn,587310
15654,DDD,2013J,0-10%,0,60,Withdrawn,587552
15655,DDD,2013J,,0,180,Withdrawn,587576
15656,DDD,2013J,70-80%,0,60,Pass,587641
15657,DDD,2013J,70-80%,0,120,Pass,587862
15658,DDD,2013J,80-90%,0,60,Pass,587989
15659,DDD,2013J,90-100%,0,60,Withdrawn,588013
15660,DDD,2013J,30-40%,0,60,Pass,588033
15661,DDD,2013J,30-40%,0,60,Pass,588086
15662,DDD,2013J,40-50%,0,60,Pass,588132
15663,DDD,2013J,30-40%,0,60,Fail,588146
15664,DDD,2013J,30-40%,0,60,Pass,588178
15665,DDD,2013J,20-30%,0,60,Withdrawn,588197
15666,DDD,2013J,40-50%,0,60,Pass,588208
15667,DDD,2013J,50-60%,0,90,Pass,588219
15668,DDD,2013J,90-100%,0,60,Withdrawn,588242
15669,DDD,2013J,20-30%,0,60,Pass,588293
15670,DDD,2013J,80-90%,0,60,Pass,588352
15671,DDD,2013J,60-70%,0,90,Pass,588430
15672,DDD,2013J,60-70%,0,90,Fail,588460
15673,DDD,2013J,30-40%,0,60,Distinction,588482
15674,DDD,2013J,10-20,0,180,Withdrawn,588485
15675,DDD,2013J,90-100%,0,60,Pass,588493
15676,DDD,2013J,40-50%,0,60,Withdrawn,588537
15677,DDD,2013J,80-90%,0,60,Distinction,588540
15678,DDD,2013J,40-50%,0,60,Pass,588556
15679,DDD,2013J,20-30%,0,60,Pass,588566
15680,DDD,2013J,,0,120,Withdrawn,588658
15681,DDD,2013J,60-70%,0,150,Distinction,588707
15682,DDD,2013J,0-10%,0,120,Withdrawn,588815
15683,DDD,2013J,20-30%,0,60,Pass,588824
15684,DDD,2013J,80-90%,0,120,Pass,588850
15685,DDD,2013J,10-20,0,120,Withdrawn,588884
15686,DDD,2013J,20-30%,0,60,Withdrawn,589007
15687,DDD,2013J,70-80%,0,120,Pass,589019
15688,DDD,2013J,50-60%,0,60,Fail,589171
15689,DDD,2013J,10-20,0,120,Withdrawn,589212
15690,DDD,2013J,60-70%,0,60,Pass,589220
15691,DDD,2013J,40-50%,0,120,Withdrawn,589445
15692,DDD,2013J,40-50%,0,60,Pass,589458
15693,DDD,2013J,,0,60,Pass,589503
15694,DDD,2013J,10-20,0,120,Pass,589531
15695,DDD,2013J,50-60%,0,120,Pass,589557
15696,DDD,2013J,40-50%,0,120,Withdrawn,589569
15697,DDD,2013J,20-30%,0,90,Withdrawn,589582
15698,DDD,2013J,10-20,0,60,Fail,589584
15699,DDD,2013J,30-40%,0,60,Withdrawn,589630
15700,DDD,2013J,60-70%,0,60,Pass,589723
15701,DDD,2013J,80-90%,0,60,Pass,589875
15702,DDD,2013J,40-50%,0,90,Fail,589932
15703,DDD,2013J,,0,60,Pass,589956
15704,DDD,2013J,30-40%,0,180,Withdrawn,589963
15705,DDD,2013J,70-80%,0,60,Withdrawn,590177
15706,DDD,2013J,20-30%,0,60,Fail,590184
15707,DDD,2013J,40-50%,0,60,Withdrawn,590235
15708,DDD,2013J,,0,60,Fail,590370
15709,DDD,2013J,40-50%,0,60,Withdrawn,590380
15710,DDD,2013J,80-90%,0,60,Pass,590392
15711,DDD,2013J,,0,60,Pass,590397
15712,DDD,2013J,70-80%,0,60,Fail,590402
15713,DDD,2013J,50-60%,0,90,Fail,590420
15714,DDD,2013J,30-40%,0,90,Pass,590443
15715,DDD,2013J,50-60%,0,60,Withdrawn,590464
15716,DDD,2013J,,0,60,Pass,590482
15717,DDD,2013J,50-60%,0,120,Withdrawn,590541
15718,DDD,2013J,20-30%,0,60,Pass,590676
15719,DDD,2013J,30-40%,0,120,Fail,590762
15720,DDD,2013J,,0,120,Pass,590789
15721,DDD,2013J,10-20,0,60,Withdrawn,590811
15722,DDD,2013J,20-30%,0,120,Withdrawn,590828
15723,DDD,2013J,30-40%,0,90,Withdrawn,590881
15724,DDD,2013J,20-30%,0,120,Withdrawn,590886
15725,DDD,2013J,20-30%,0,120,Fail,590918
15726,DDD,2013J,20-30%,0,120,Withdrawn,590920
15727,DDD,2013J,10-20,0,90,Fail,590921
15728,DDD,2013J,0-10%,0,60,Fail,590951
15729,DDD,2013J,90-100%,0,60,Pass,591071
15730,DDD,2013J,40-50%,0,60,Withdrawn,591163
15731,DDD,2013J,90-100%,0,60,Pass,591193
15732,DDD,2013J,10-20,0,120,Pass,591202
15733,DDD,2013J,80-90%,0,120,Pass,591210
15734,DDD,2013J,20-30%,0,60,Pass,591230
15735,DDD,2013J,50-60%,0,60,Pass,591593
15736,DDD,2013J,90-100%,0,120,Withdrawn,591648
15737,DDD,2013J,0-10%,0,120,Withdrawn,591650
15738,DDD,2013J,0-10%,0,60,Fail,591694
15739,DDD,2013J,50-60%,0,120,Withdrawn,591845
15740,DDD,2013J,0-10%,0,120,Withdrawn,591852
15741,DDD,2013J,50-60%,0,60,Pass,591891
15742,DDD,2013J,90-100%,0,60,Fail,591980
15743,DDD,2013J,20-30%,0,90,Pass,592093
15744,DDD,2013J,80-90%,0,60,Withdrawn,592173
15745,DDD,2013J,50-60%,0,60,Pass,592189
15746,DDD,2013J,80-90%,0,120,Pass,592252
15747,DDD,2013J,10-20,0,120,Fail,592284
15748,DDD,2013J,60-70%,0,60,Withdrawn,592299
15749,DDD,2013J,70-80%,0,120,Pass,592315
15750,DDD,2013J,,0,60,Pass,592382
15751,DDD,2013J,70-80%,0,90,Fail,592486
15752,DDD,2013J,0-10%,0,90,Pass,592494
15753,DDD,2013J,,0,120,Pass,592577
15754,DDD,2013J,40-50%,0,60,Distinction,592625
15755,DDD,2013J,0-10%,0,120,Withdrawn,592658
15756,DDD,2013J,70-80%,0,60,Fail,592709
15757,DDD,2013J,0-10%,0,60,Fail,592749
15758,DDD,2013J,0-10%,0,60,Withdrawn,592804
15759,DDD,2013J,60-70%,0,60,Pass,592950
15760,DDD,2013J,40-50%,0,60,Withdrawn,593075
15761,DDD,2013J,20-30%,0,120,Pass,593103
15762,DDD,2013J,10-20,0,60,Fail,593303
15763,DDD,2013J,60-70%,0,60,Pass,593338
15764,DDD,2013J,60-70%,0,240,Withdrawn,593345
15765,DDD,2013J,20-30%,0,150,Withdrawn,593475
15766,DDD,2013J,20-30%,0,90,Withdrawn,593594
15767,DDD,2013J,80-90%,0,60,Pass,593654
15768,DDD,2013J,70-80%,0,120,Fail,593903
15769,DDD,2013J,90-100%,0,90,Pass,593973
15770,DDD,2013J,50-60%,0,90,Pass,594011
15771,DDD,2013J,80-90%,0,90,Pass,594052
15772,DDD,2013J,0-10%,0,60,Withdrawn,594079
15773,DDD,2013J,90-100%,0,120,Withdrawn,594081
15774,DDD,2013J,20-30%,0,120,Fail,594086
15775,DDD,2013J,0-10%,0,120,Withdrawn,594164
15776,DDD,2013J,,0,120,Pass,594201
15777,DDD,2013J,90-100%,0,120,Withdrawn,594407
15778,DDD,2013J,10-20,0,120,Withdrawn,594414
15779,DDD,2013J,40-50%,0,90,Pass,594419
15780,DDD,2013J,50-60%,0,60,Pass,594507
15781,DDD,2013J,90-100%,0,60,Fail,594578
15782,DDD,2013J,,0,60,Withdrawn,594599
15783,DDD,2013J,50-60%,0,60,Fail,594869
15784,DDD,2013J,40-50%,0,90,Withdrawn,594880
15785,DDD,2013J,20-30%,0,60,Pass,594925
15786,DDD,2013J,80-90%,0,60,Pass,594963
15787,DDD,2013J,10-20,0,60,Withdrawn,595008
15788,DDD,2013J,40-50%,0,90,Pass,595079
15789,DDD,2013J,0-10%,0,120,Distinction,595319
15790,DDD,2013J,60-70%,0,120,Withdrawn,595396
15791,DDD,2013J,50-60%,0,60,Pass,595495
15792,DDD,2013J,10-20,0,60,Fail,595601
15793,DDD,2013J,0-10%,0,90,Pass,595659
15794,DDD,2013J,60-70%,0,120,Pass,595685
15795,DDD,2013J,20-30%,0,60,Pass,595687
15796,DDD,2013J,40-50%,0,210,Withdrawn,595720
15797,DDD,2013J,0-10%,0,60,Fail,595723
15798,DDD,2013J,60-70%,0,120,Withdrawn,595894
15799,DDD,2013J,40-50%,0,120,Fail,595940
15800,DDD,2013J,70-80%,0,60,Withdrawn,595963
15801,DDD,2013J,80-90%,0,120,Pass,595986
15802,DDD,2013J,10-20,0,90,Pass,595988
15803,DDD,2013J,30-40%,0,60,Pass,596093
15804,DDD,2013J,70-80%,0,60,Fail,596104
15805,DDD,2013J,50-60%,0,60,Fail,596204
15806,DDD,2013J,60-70%,0,60,Pass,596270
15807,DDD,2013J,30-40%,0,120,Withdrawn,596292
15808,DDD,2013J,40-50%,0,60,Fail,596306
15809,DDD,2013J,90-100%,0,60,Pass,596441
15810,DDD,2013J,40-50%,0,60,Fail,596473
15811,DDD,2013J,10-20,0,60,Fail,596542
15812,DDD,2013J,80-90%,0,60,Pass,596570
15813,DDD,2013J,50-60%,0,90,Fail,596589
15814,DDD,2013J,20-30%,1,60,Withdrawn,596620
15815,DDD,2013J,10-20,0,60,Fail,596629
15816,DDD,2013J,30-40%,0,90,Pass,596731
15817,DDD,2013J,90-100%,0,60,Pass,596845
15818,DDD,2013J,50-60%,0,90,Distinction,596846
15819,DDD,2013J,50-60%,0,180,Withdrawn,596978
15820,DDD,2013J,0-10%,0,60,Withdrawn,597178
15821,DDD,2013J,30-40%,0,150,Withdrawn,597192
15822,DDD,2013J,20-30%,0,120,Fail,597235
15823,DDD,2013J,50-60%,0,60,Pass,597243
15824,DDD,2013J,50-60%,0,90,Withdrawn,597308
15825,DDD,2013J,0-10%,0,60,Pass,597365
15826,DDD,2013J,10-20,0,90,Pass,597403
15827,DDD,2013J,20-30%,0,60,Pass,597428
15828,DDD,2013J,80-90%,0,60,Pass,597433
15829,DDD,2013J,30-40%,0,60,Fail,597443
15830,DDD,2013J,10-20,0,60,Withdrawn,597453
15831,DDD,2013J,50-60%,0,90,Withdrawn,597504
15832,DDD,2013J,60-70%,0,120,Pass,597560
15833,DDD,2013J,50-60%,0,90,Withdrawn,597561
15834,DDD,2013J,60-70%,0,120,Pass,597571
15835,DDD,2013J,80-90%,0,60,Pass,597602
15836,DDD,2013J,20-30%,0,60,Fail,597726
15837,DDD,2013J,80-90%,0,90,Withdrawn,597754
15838,DDD,2013J,70-80%,0,60,Pass,597755
15839,DDD,2013J,20-30%,0,130,Pass,597770
15840,DDD,2013J,90-100%,0,90,Pass,597871
15841,DDD,2013J,60-70%,0,60,Withdrawn,597924
15842,DDD,2013J,10-20,0,60,Distinction,597938
15843,DDD,2013J,80-90%,0,60,Pass,597968
15844,DDD,2013J,40-50%,0,60,Pass,598052
15845,DDD,2013J,90-100%,0,60,Pass,598064
15846,DDD,2013J,30-40%,0,60,Withdrawn,598089
15847,DDD,2013J,10-20,0,120,Withdrawn,598123
15848,DDD,2013J,0-10%,0,120,Distinction,598246
15849,DDD,2013J,80-90%,0,60,Withdrawn,598323
15850,DDD,2013J,,0,120,Withdrawn,598430
15851,DDD,2013J,60-70%,0,60,Pass,598501
15852,DDD,2013J,80-90%,0,120,Pass,598516
15853,DDD,2013J,0-10%,0,60,Withdrawn,598536
15854,DDD,2013J,50-60%,0,60,Distinction,598637
15855,DDD,2013J,0-10%,0,60,Fail,598650
15856,DDD,2013J,50-60%,0,60,Pass,598664
15857,DDD,2013J,90-100%,0,60,Distinction,598665
15858,DDD,2013J,40-50%,0,60,Fail,598701
15859,DDD,2013J,20-30%,0,120,Fail,598842
15860,DDD,2013J,20-30%,0,90,Pass,598860
15861,DDD,2013J,10-20,0,120,Withdrawn,598949
15862,DDD,2013J,30-40%,0,60,Pass,598989
15863,DDD,2013J,60-70%,0,120,Pass,599049
15864,DDD,2013J,70-80%,0,60,Pass,599068
15865,DDD,2013J,40-50%,0,60,Withdrawn,599101
15866,DDD,2013J,70-80%,0,60,Pass,599109
15867,DDD,2013J,60-70%,0,90,Pass,599146
15868,DDD,2013J,60-70%,0,60,Pass,599169
15869,DDD,2013J,30-40%,0,120,Pass,599177
15870,DDD,2013J,10-20,0,60,Fail,599206
15871,DDD,2013J,60-70%,0,60,Withdrawn,599262
15872,DDD,2013J,20-30%,0,60,Pass,599314
15873,DDD,2013J,40-50%,0,120,Withdrawn,599406
15874,DDD,2013J,10-20,0,150,Pass,599425
15875,DDD,2013J,80-90%,0,60,Pass,599577
15876,DDD,2013J,30-40%,0,60,Pass,599585
15877,DDD,2013J,40-50%,0,90,Withdrawn,599615
15878,DDD,2013J,50-60%,0,150,Withdrawn,599649
15879,DDD,2013J,80-90%,0,120,Fail,599655
15880,DDD,2013J,50-60%,0,60,Fail,599658
15881,DDD,2013J,70-80%,0,60,Withdrawn,599711
15882,DDD,2013J,90-100%,0,120,Pass,599725
15883,DDD,2013J,60-70%,0,60,Pass,599737
15884,DDD,2013J,80-90%,0,60,Withdrawn,599741
15885,DDD,2013J,80-90%,0,60,Withdrawn,599742
15886,DDD,2013J,0-10%,0,120,Withdrawn,599837
15887,DDD,2013J,70-80%,0,120,Pass,599854
15888,DDD,2013J,0-10%,0,120,Withdrawn,599876
15889,DDD,2013J,50-60%,0,120,Pass,599947
15890,DDD,2013J,80-90%,0,60,Pass,600067
15891,DDD,2013J,70-80%,0,90,Withdrawn,600094
15892,DDD,2013J,50-60%,0,60,Pass,600242
15893,DDD,2013J,0-10%,0,90,Withdrawn,600289
15894,DDD,2013J,70-80%,0,60,Pass,600365
15895,DDD,2013J,80-90%,0,60,Pass,600478
15896,DDD,2013J,20-30%,0,120,Withdrawn,600525
15897,DDD,2013J,60-70%,0,120,Pass,600635
15898,DDD,2013J,50-60%,0,60,Withdrawn,600648
15899,DDD,2013J,60-70%,0,120,Distinction,600671
15900,DDD,2013J,80-90%,0,60,Pass,600686
15901,DDD,2013J,30-40%,0,180,Withdrawn,600753
15902,DDD,2013J,80-90%,0,60,Pass,600796
15903,DDD,2013J,,0,60,Distinction,600817
15904,DDD,2013J,30-40%,0,60,Withdrawn,600842
15905,DDD,2013J,20-30%,0,90,Withdrawn,600859
15906,DDD,2013J,70-80%,0,120,Withdrawn,600963
15907,DDD,2013J,0-10%,0,60,Fail,601048
15908,DDD,2013J,30-40%,0,90,Fail,601088
15909,DDD,2013J,40-50%,0,60,Pass,601092
15910,DDD,2013J,70-80%,0,60,Fail,601133
15911,DDD,2013J,,0,60,Withdrawn,601204
15912,DDD,2013J,10-20,0,120,Pass,601230
15913,DDD,2013J,40-50%,0,60,Pass,601234
15914,DDD,2013J,40-50%,0,60,Pass,601263
15915,DDD,2013J,50-60%,0,120,Withdrawn,601270
15916,DDD,2013J,70-80%,0,60,Withdrawn,601286
15917,DDD,2013J,,0,60,Withdrawn,601289
15918,DDD,2013J,10-20,0,90,Pass,601293
15919,DDD,2013J,40-50%,0,60,Fail,601310
15920,DDD,2013J,70-80%,0,120,Pass,601380
15921,DDD,2013J,30-40%,0,60,Withdrawn,601392
15922,DDD,2013J,70-80%,0,90,Fail,601467
15923,DDD,2013J,20-30%,0,60,Withdrawn,601488
15924,DDD,2013J,60-70%,0,60,Pass,601566
15925,DDD,2013J,80-90%,0,90,Pass,601579
15926,DDD,2013J,30-40%,0,210,Withdrawn,601731
15927,DDD,2013J,60-70%,0,150,Pass,601857
15928,DDD,2013J,,0,60,Pass,602302
15929,DDD,2013J,40-50%,0,120,Withdrawn,602312
15930,DDD,2013J,90-100%,0,60,Pass,602356
15931,DDD,2013J,60-70%,0,60,Pass,602404
15932,DDD,2013J,80-90%,0,90,Withdrawn,602413
15933,DDD,2013J,0-10%,0,60,Withdrawn,602452
15934,DDD,2013J,40-50%,0,120,Withdrawn,602453
15935,DDD,2013J,60-70%,0,60,Pass,602595
15936,DDD,2013J,10-20,0,120,Withdrawn,602692
15937,DDD,2013J,60-70%,0,60,Withdrawn,602706
15938,DDD,2013J,80-90%,0,120,Fail,602725
15939,DDD,2013J,40-50%,0,60,Fail,602729
15940,DDD,2013J,80-90%,0,60,Pass,602783
15941,DDD,2013J,50-60%,0,60,Distinction,602856
15942,DDD,2013J,80-90%,0,90,Pass,602902
15943,DDD,2013J,90-100%,0,120,Fail,602986
15944,DDD,2013J,70-80%,0,60,Pass,603034
15945,DDD,2013J,30-40%,0,60,Pass,603049
15946,DDD,2013J,,0,60,Withdrawn,603201
15947,DDD,2013J,20-30%,0,120,Withdrawn,603302
15948,DDD,2013J,30-40%,0,60,Distinction,603325
15949,DDD,2013J,20-30%,0,60,Fail,603410
15950,DDD,2013J,0-10%,0,60,Pass,603431
15951,DDD,2013J,60-70%,0,180,Fail,603469
15952,DDD,2013J,40-50%,0,90,Fail,603498
15953,DDD,2013J,30-40%,0,60,Pass,603513
15954,DDD,2013J,70-80%,0,120,Withdrawn,603669
15955,DDD,2013J,50-60%,0,60,Withdrawn,603684
15956,DDD,2013J,60-70%,0,120,Fail,603730
15957,DDD,2013J,90-100%,0,60,Withdrawn,603749
15958,DDD,2013J,30-40%,0,120,Withdrawn,603803
15959,DDD,2013J,40-50%,0,60,Withdrawn,603850
15960,DDD,2013J,10-20,0,120,Withdrawn,603931
15961,DDD,2013J,30-40%,0,120,Withdrawn,603953
15962,DDD,2013J,80-90%,0,120,Pass,604055
15963,DDD,2013J,60-70%,0,120,Pass,604072
15964,DDD,2013J,20-30%,0,60,Pass,604156
15965,DDD,2013J,20-30%,0,60,Distinction,604281
15966,DDD,2013J,90-100%,0,60,Pass,604317
15967,DDD,2013J,40-50%,0,60,Withdrawn,604392
15968,DDD,2013J,10-20,0,180,Withdrawn,604398
15969,DDD,2013J,20-30%,0,90,Fail,604462
15970,DDD,2013J,70-80%,0,60,Withdrawn,604546
15971,DDD,2013J,90-100%,0,90,Fail,604559
15972,DDD,2013J,0-10%,0,60,Withdrawn,604574
15973,DDD,2013J,50-60%,0,90,Pass,604627
15974,DDD,2013J,40-50%,0,60,Fail,604641
15975,DDD,2013J,70-80%,0,90,Withdrawn,604655
15976,DDD,2013J,60-70%,0,120,Withdrawn,604692
15977,DDD,2013J,90-100%,0,90,Pass,604723
15978,DDD,2013J,80-90%,0,60,Withdrawn,604729
15979,DDD,2013J,80-90%,0,90,Pass,604854
15980,DDD,2013J,30-40%,0,90,Withdrawn,604912
15981,DDD,2013J,20-30%,0,120,Withdrawn,604952
15982,DDD,2013J,50-60%,0,60,Withdrawn,605005
15983,DDD,2013J,,0,120,Fail,605070
15984,DDD,2013J,20-30%,0,90,Fail,605105
15985,DDD,2013J,40-50%,0,60,Fail,605118
15986,DDD,2013J,80-90%,0,90,Pass,605144
15987,DDD,2013J,60-70%,0,60,Fail,605191
15988,DDD,2013J,90-100%,0,60,Fail,605245
15989,DDD,2013J,40-50%,0,90,Pass,605266
15990,DDD,2013J,30-40%,0,60,Withdrawn,605313
15991,DDD,2013J,90-100%,0,120,Pass,605476
15992,DDD,2013J,20-30%,0,90,Distinction,605540
15993,DDD,2013J,90-100%,0,60,Fail,605561
15994,DDD,2013J,90-100%,0,180,Withdrawn,605652
15995,DDD,2013J,40-50%,0,90,Pass,605703
15996,DDD,2013J,80-90%,0,90,Withdrawn,605859
15997,DDD,2013J,,0,70,Withdrawn,605885
15998,DDD,2013J,50-60%,0,90,Pass,605941
15999,DDD,2013J,30-40%,0,120,Pass,606082
16000,DDD,2013J,50-60%,0,60,Fail,606270
16001,DDD,2013J,80-90%,0,90,Pass,606319
16002,DDD,2013J,40-50%,0,60,Pass,606322
16003,DDD,2013J,20-30%,0,60,Pass,606344
16004,DDD,2013J,40-50%,0,60,Fail,606492
16005,DDD,2013J,40-50%,0,60,Withdrawn,606513
16006,DDD,2013J,20-30%,0,120,Withdrawn,606593
16007,DDD,2013J,20-30%,0,90,Pass,606665
16008,DDD,2013J,70-80%,0,60,Withdrawn,606719
16009,DDD,2013J,20-30%,0,90,Distinction,606788
16010,DDD,2013J,90-100%,0,60,Pass,606908
16011,DDD,2013J,20-30%,0,90,Distinction,607061
16012,DDD,2013J,,0,60,Pass,607073
16013,DDD,2013J,70-80%,0,120,Withdrawn,607110
16014,DDD,2013J,50-60%,0,60,Distinction,607151
16015,DDD,2013J,70-80%,0,60,Pass,607196
16016,DDD,2013J,30-40%,0,90,Fail,607231
16017,DDD,2013J,10-20,0,60,Pass,607316
16018,DDD,2013J,50-60%,0,150,Withdrawn,607427
16019,DDD,2013J,80-90%,0,60,Pass,607485
16020,DDD,2013J,,0,90,Fail,607498
16021,DDD,2013J,60-70%,0,120,Withdrawn,607515
16022,DDD,2013J,70-80%,0,60,Pass,607555
16023,DDD,2013J,50-60%,0,60,Fail,607622
16024,DDD,2013J,30-40%,0,60,Fail,607670
16025,DDD,2013J,10-20,0,60,Distinction,607800
16026,DDD,2013J,40-50%,0,90,Fail,607854
16027,DDD,2013J,70-80%,0,60,Distinction,607900
16028,DDD,2013J,30-40%,0,120,Pass,607927
16029,DDD,2013J,50-60%,0,120,Withdrawn,607928
16030,DDD,2013J,10-20,0,90,Withdrawn,607966
16031,DDD,2013J,80-90%,0,60,Pass,608062
16032,DDD,2013J,70-80%,0,60,Withdrawn,608170
16033,DDD,2013J,0-10%,0,60,Fail,608178
16034,DDD,2013J,,0,120,Withdrawn,608206
16035,DDD,2013J,90-100%,0,60,Pass,608217
16036,DDD,2013J,,0,120,Distinction,608238
16037,DDD,2013J,0-10%,0,60,Pass,608267
16038,DDD,2013J,0-10%,0,120,Fail,608284
16039,DDD,2013J,10-20,0,60,Pass,608417
16040,DDD,2013J,70-80%,0,60,Pass,608449
16041,DDD,2013J,0-10%,0,120,Fail,608630
16042,DDD,2013J,0-10%,0,60,Withdrawn,608638
16043,DDD,2013J,40-50%,0,120,Pass,608643
16044,DDD,2013J,50-60%,0,90,Pass,608733
16045,DDD,2013J,60-70%,0,60,Pass,608745
16046,DDD,2013J,50-60%,0,60,Pass,608815
16047,DDD,2013J,70-80%,0,120,Withdrawn,608848
16048,DDD,2013J,0-10%,0,120,Pass,608923
16049,DDD,2013J,30-40%,0,120,Withdrawn,608943
16050,DDD,2013J,20-30%,0,90,Pass,608983
16051,DDD,2013J,70-80%,0,90,Distinction,609031
16052,DDD,2013J,20-30%,0,120,Fail,609044
16053,DDD,2013J,80-90%,0,120,Withdrawn,609089
16054,DDD,2013J,10-20,0,60,Fail,609242
16055,DDD,2013J,50-60%,0,60,Withdrawn,609381
16056,DDD,2013J,30-40%,0,60,Fail,609480
16057,DDD,2013J,70-80%,0,60,Fail,609488
16058,DDD,2013J,30-40%,0,60,Pass,609593
16059,DDD,2013J,30-40%,0,60,Withdrawn,609797
16060,DDD,2013J,0-10%,0,60,Pass,609932
16061,DDD,2013J,,0,60,Pass,609969
16062,DDD,2013J,40-50%,0,60,Pass,610019
16063,DDD,2013J,30-40%,0,90,Withdrawn,610106
16064,DDD,2013J,40-50%,0,120,Withdrawn,610170
16065,DDD,2013J,30-40%,0,120,Pass,610220
16066,DDD,2013J,,0,70,Pass,610257
16067,DDD,2013J,60-70%,0,60,Pass,610279
16068,DDD,2013J,,0,90,Fail,610393
16069,DDD,2013J,0-10%,0,60,Withdrawn,610402
16070,DDD,2013J,,0,60,Withdrawn,610469
16071,DDD,2013J,50-60%,0,60,Fail,610537
16072,DDD,2013J,,0,90,Pass,610595
16073,DDD,2013J,20-30%,0,60,Pass,610603
16074,DDD,2013J,70-80%,0,60,Withdrawn,610606
16075,DDD,2013J,0-10%,0,120,Fail,610701
16076,DDD,2013J,80-90%,0,60,Withdrawn,610817
16077,DDD,2013J,80-90%,0,60,Withdrawn,610830
16078,DDD,2013J,40-50%,0,60,Withdrawn,610834
16079,DDD,2013J,40-50%,0,60,Withdrawn,610838
16080,DDD,2013J,90-100%,0,90,Pass,610870
16081,DDD,2013J,0-10%,0,60,Withdrawn,610913
16082,DDD,2013J,20-30%,0,120,Pass,611162
16083,DDD,2013J,30-40%,0,60,Fail,611244
16084,DDD,2013J,,0,60,Pass,611259
16085,DDD,2013J,30-40%,0,60,Fail,611271
16086,DDD,2013J,70-80%,0,90,Distinction,611284
16087,DDD,2013J,80-90%,0,120,Pass,611408
16088,DDD,2013J,,0,60,Fail,611418
16089,DDD,2013J,50-60%,0,240,Pass,611464
16090,DDD,2013J,60-70%,0,60,Distinction,611478
16091,DDD,2013J,90-100%,0,60,Pass,611593
16092,DDD,2013J,20-30%,0,150,Withdrawn,835603
16093,DDD,2013J,90-100%,1,120,Withdrawn,925553
16094,DDD,2013J,80-90%,0,90,Pass,983970
16095,DDD,2013J,20-30%,0,120,Withdrawn,997948
16096,DDD,2013J,70-80%,0,60,Pass,1080206
16097,DDD,2013J,70-80%,0,60,Pass,1103608
16098,DDD,2013J,80-90%,0,90,Pass,1187586
16099,DDD,2013J,40-50%,4,60,Fail,1282596
16100,DDD,2013J,20-30%,0,60,Pass,1345808
16101,DDD,2013J,,0,60,Withdrawn,1346966
16102,DDD,2013J,50-60%,2,60,Pass,1355699
16103,DDD,2013J,50-60%,0,150,Pass,1375851
16104,DDD,2013J,30-40%,0,90,Pass,1440467
16105,DDD,2013J,70-80%,0,210,Pass,1442991
16106,DDD,2013J,40-50%,0,120,Pass,1449692
16107,DDD,2013J,10-20,0,60,Withdrawn,1464932
16108,DDD,2013J,60-70%,2,60,Fail,1485105
16109,DDD,2013J,40-50%,0,60,Fail,1497480
16110,DDD,2013J,70-80%,0,60,Pass,1507503
16111,DDD,2013J,0-10%,0,60,Fail,1509881
16112,DDD,2013J,20-30%,0,60,Withdrawn,1517755
16113,DDD,2013J,30-40%,0,90,Fail,1522631
16114,DDD,2013J,80-90%,0,60,Pass,1530521
16115,DDD,2013J,40-50%,1,60,Fail,1563203
16116,DDD,2013J,80-90%,0,60,Pass,1564630
16117,DDD,2013J,20-30%,0,60,Pass,1569426
16118,DDD,2013J,40-50%,0,60,Fail,1580084
16119,DDD,2013J,30-40%,0,60,Pass,1581243
16120,DDD,2013J,30-40%,0,120,Withdrawn,1592048
16121,DDD,2013J,60-70%,1,90,Fail,1610188
16122,DDD,2013J,60-70%,0,60,Withdrawn,1644266
16123,DDD,2013J,50-60%,0,60,Fail,1644568
16124,DDD,2013J,40-50%,2,90,Pass,1678800
16125,DDD,2013J,80-90%,0,60,Pass,1679727
16126,DDD,2013J,80-90%,0,135,Fail,1679862
16127,DDD,2013J,40-50%,0,90,Withdrawn,1684787
16128,DDD,2013J,80-90%,0,60,Withdrawn,1687996
16129,DDD,2013J,,0,60,Pass,1689069
16130,DDD,2013J,30-40%,0,130,Distinction,1713615
16131,DDD,2013J,60-70%,0,60,Fail,1716492
16132,DDD,2013J,10-20,0,60,Fail,1721891
16133,DDD,2013J,60-70%,0,120,Fail,1723019
16134,DDD,2013J,60-70%,0,60,Withdrawn,1753235
16135,DDD,2013J,30-40%,0,60,Pass,1756165
16136,DDD,2013J,80-90%,1,60,Pass,1766513
16137,DDD,2013J,40-50%,0,60,Pass,1777511
16138,DDD,2013J,40-50%,0,60,Withdrawn,1782581
16139,DDD,2013J,90-100%,0,60,Withdrawn,1796059
16140,DDD,2013J,80-90%,0,90,Withdrawn,1818677
16141,DDD,2013J,70-80%,1,120,Distinction,1819994
16142,DDD,2013J,20-30%,0,60,Fail,1830562
16143,DDD,2013J,50-60%,0,60,Withdrawn,1833308
16144,DDD,2013J,90-100%,0,60,Distinction,1835411
16145,DDD,2013J,40-50%,1,60,Withdrawn,1840610
16146,DDD,2013J,30-40%,0,60,Pass,1847481
