id_student,gender,region,highest_education,disability,age_band
610718,M,North Region,Lower Than A Level,N,0-34
610725,M,Wales,A Level or Equivalent,N,0-34
610731,F,Wales,Lower Than A Level,N,35-54
610738,F,London Region,Lower Than A Level,N,35-54
610739,F,South Region,Lower Than A Level,N,35-54
610740,F,Wales,Lower Than A Level,N,0-34
610744,F,Wales,Lower Than A Level,N,0-34
610745,F,East Anglian Region,A Level or Equivalent,N,35-54
610746,M,North Region,HE Qualification,N,35-54
610748,F,Wales,No Formal quals,N,0-34
610749,F,West Midlands Region,Lower Than A Level,N,35-54
610750,F,East Anglian Region,HE Qualification,N,35-54
610751,F,Wales,A Level or Equivalent,N,35-54
610759,F,South East Region,HE Qualification,N,35-54
610763,M,Wales,HE Qualification,N,0-34
610770,F,Wales,No Formal quals,N,35-54
610771,M,South East Region,A Level or Equivalent,N,0-34
610772,M,Wales,HE Qualification,N,35-54
610774,M,South West Region,Lower Than A Level,N,0-34
610775,M,South East Region,A Level or Equivalent,N,0-34
610776,F,Wales,A Level or Equivalent,N,0-34
610778,M,East Midlands Region,A Level or Equivalent,N,0-34
610780,F,East Midlands Region,A Level or Equivalent,N,0-34
610783,M,North Western Region,A Level or Equivalent,N,0-34
610802,F,Wales,A Level or Equivalent,N,35-54
610804,F,Wales,A Level or Equivalent,N,0-34
610814,M,Yorkshire Region,HE Qualification,N,35-54
610817,F,Wales,Lower Than A Level,N,35-54
610828,M,East Anglian Region,A Level or Equivalent,N,0-34
610830,F,Wales,Lower Than A Level,N,0-34
610831,M,East Anglian Region,Lower Than A Level,N,0-34
610834,M,North Western Region,A Level or Equivalent,N,35-54
610838,F,Wales,Lower Than A Level,N,35-54
610855,M,East Midlands Region,Lower Than A Level,N,0-34
610870,F,South Region,A Level or Equivalent,N,0-34
610873,M,East Midlands Region,Lower Than A Level,N,0-34
610881,M,South West Region,A Level or Equivalent,N,35-54
610888,M,South West Region,Lower Than A Level,N,0-34
610904,M,South West Region,A Level or Equivalent,N,0-34
610906,F,West Midlands Region,A Level or Equivalent,N,0-34
610913,F,North Western Region,Lower Than A Level,N,0-34
610917,F,London Region,A Level or Equivalent,N,0-34
610927,M,South West Region,A Level or Equivalent,N,0-34
610931,M,South Region,A Level or Equivalent,N,0-34
610932,M,London Region,Lower Than A Level,N,35-54
610933,M,South Region,A Level or Equivalent,N,0-34
610967,F,East Midlands Region,A Level or Equivalent,N,0-34
610979,M,South Region,A Level or Equivalent,N,0-34
610992,M,North Region,A Level or Equivalent,N,35-54
611004,F,Wales,A Level or Equivalent,N,0-34
611012,F,South Region,A Level or Equivalent,N,35-54
611013,M,South Region,Lower Than A Level,N,0-34
611017,F,South Region,A Level or Equivalent,N,0-34
611023,F,Wales,Lower Than A Level,N,0-34
611024,F,North Region,Post Graduate Qualification,N,35-54
611033,M,North Region,Post Graduate Qualification,N,35-54
611039,M,Ireland,Lower Than A Level,N,35-54
611046,F,North Western Region,Lower Than A Level,Y,0-34
611048,M,Wales,A Level or Equivalent,N,0-34
611049,M,North Region,A Level or Equivalent,N,0-34
611051,M,Wales,HE Qualification,N,35-54
611058,F,East Midlands Region,A Level or Equivalent,N,0-34
611060,F,Wales,HE Qualification,N,35-54
611062,M,South West Region,A Level or Equivalent,N,0-34
611096,M,Wales,No Formal quals,N,0-34
611126,M,South Region,Lower Than A Level,N,0-34
611138,F,London Region,Lower Than A Level,N,35-54
611159,M,East Anglian Region,A Level or Equivalent,N,0-34
611162,F,Ireland,Lower Than A Level,N,0-34
611173,F,South East Region,A Level or Equivalent,N,0-34
611176,M,Ireland,Lower Than A Level,N,35-54
611177,F,South Region,Lower Than A Level,N,0-34
611182,F,North Western Region,Lower Than A Level,N,0-34
611185,M,North Region,Lower Than A Level,N,0-34
611195,M,West Midlands Region,A Level or Equivalent,N,0-34
611202,M,Scotland,A Level or Equivalent,N,0-34
611206,M,Wales,Lower Than A Level,N,0-34
611213,M,East Midlands Region,HE Qualification,N,0-34
611215,M,East Anglian Region,HE Qualification,N,0-34
611218,F,South Region,A Level or Equivalent,N,35-54
611226,M,West Midlands Region,HE Qualification,N,35-54
611228,F,West Midlands Region,A Level or Equivalent,N,0-34
611233,M,South East Region,Lower Than A Level,N,35-54
611235,F,South Region,Lower Than A Level,N,0-34
611241,F,East Midlands Region,Lower Than A Level,N,0-34
611244,M,South West Region,A Level or Equivalent,N,0-34
611245,M,Wales,Lower Than A Level,N,0-34
611255,M,Ireland,A Level or Equivalent,N,35-54
611259,F,North Region,Lower Than A Level,N,0-34
611260,M,West Midlands Region,A Level or Equivalent,N,35-54
611268,F,North Western Region,A Level or Equivalent,N,35-54
611271,M,Wales,Lower Than A Level,N,0-34
611275,M,South Region,A Level or Equivalent,N,35-54
611284,M,West Midlands Region,Lower Than A Level,N,35-54
611309,M,London Region,Lower Than A Level,N,0-34
611315,F,East Midlands Region,A Level or Equivalent,N,35-54
611329,F,London Region,HE Qualification,N,0-34
611331,M,East Anglian Region,A Level or Equivalent,N,0-34
611344,M,South Region,Lower Than A Level,N,35-54
611345,F,Wales,Lower Than A Level,N,0-34
611348,F,London Region,HE Qualification,N,0-34
611350,M,Wales,A Level or Equivalent,N,0-34
611351,F,South West Region,A Level or Equivalent,N,0-34
611356,F,South Region,A Level or Equivalent,N,0-34
611377,F,East Anglian Region,HE Qualification,N,0-34
611383,F,East Midlands Region,A Level or Equivalent,N,35-54
611396,M,Ireland,HE Qualification,N,0-34
611402,M,South Region,HE Qualification,N,35-54
611405,M,West Midlands Region,Lower Than A Level,N,0-34
611407,M,South Region,A Level or Equivalent,N,0-34
611408,M,South Region,A Level or Equivalent,N,0-34
611417,F,North Region,Lower Than A Level,N,35-54
611418,M,Ireland,A Level or Equivalent,N,0-34
611427,M,North Region,Lower Than A Level,N,0-34
611464,F,West Midlands Region,A Level or Equivalent,N,0-34
611465,M,Yorkshire Region,Lower Than A Level,N,0-34
611475,F,South East Region,Lower Than A Level,N,35-54
611478,F,South East Region,A Level or Equivalent,N,0-34
611489,F,North Western Region,A Level or Equivalent,N,35-54
611493,M,South East Region,A Level or Equivalent,N,0-34
611496,F,North Western Region,A Level or Equivalent,N,35-54
611502,M,West Midlands Region,Lower Than A Level,N,35-54
611517,M,East Anglian Region,Lower Than A Level,N,0-34
611520,M,North Western Region,A Level or Equivalent,N,0-34
611531,M,Scotland,Lower Than A Level,N,35-54
611534,F,London Region,Lower Than A Level,N,35-54
611542,M,North Region,A Level or Equivalent,Y,0-34
611561,F,Scotland,A Level or Equivalent,N,0-34
611564,M,Scotland,A Level or Equivalent,N,0-34
611565,F,Scotland,A Level or Equivalent,Y,0-34
611580,F,East Midlands Region,A Level or Equivalent,N,0-34
611581,M,South West Region,A Level or Equivalent,Y,0-34
611586,F,North Western Region,Lower Than A Level,N,0-34
611588,M,East Anglian Region,A Level or Equivalent,N,0-34
611593,M,South Region,Post Graduate Qualification,N,35-54
611595,M,North Region,HE Qualification,N,35-54
611603,M,West Midlands Region,A Level or Equivalent,N,0-34
611612,F,West Midlands Region,Lower Than A Level,N,0-34
611629,F,East Anglian Region,Lower Than A Level,Y,0-34
611635,M,Yorkshire Region,A Level or Equivalent,N,35-54
611639,F,Scotland,A Level or Equivalent,N,0-34
611649,F,West Midlands Region,A Level or Equivalent,N,0-34
611688,F,Ireland,Lower Than A Level,N,0-34
611690,F,Ireland,A Level or Equivalent,N,0-34
611714,M,South Region,HE Qualification,N,0-34
611719,F,West Midlands Region,Lower Than A Level,N,0-34
611732,F,North Western Region,Lower Than A Level,N,0-34
611735,M,North Western Region,Lower Than A Level,N,0-34
611750,M,Scotland,A Level or Equivalent,N,0-34
611763,M,North Western Region,Lower Than A Level,N,0-34
611790,F,South Region,A Level or Equivalent,Y,0-34
611798,M,Wales,HE Qualification,N,0-34
611800,M,East Midlands Region,Lower Than A Level,N,0-34
611813,M,South Region,Lower Than A Level,N,35-54
611816,M,London Region,Lower Than A Level,N,35-54
611821,F,London Region,HE Qualification,N,0-34
611845,F,West Midlands Region,Lower Than A Level,N,0-34
611852,M,London Region,A Level or Equivalent,N,0-34
611855,M,South West Region,Lower Than A Level,N,0-34
611865,M,London Region,A Level or Equivalent,N,0-34
611879,M,East Anglian Region,A Level or Equivalent,N,0-34
611905,M,Wales,Lower Than A Level,N,35-54
611910,M,East Anglian Region,A Level or Equivalent,N,35-54
611961,M,Yorkshire Region,Lower Than A Level,N,0-34
611962,F,South West Region,A Level or Equivalent,N,35-54
611967,F,South East Region,A Level or Equivalent,N,0-34
611971,M,North Western Region,A Level or Equivalent,N,0-34
611974,F,North Western Region,Lower Than A Level,N,0-34
611977,F,East Anglian Region,Lower Than A Level,N,0-34
611979,M,West Midlands Region,A Level or Equivalent,N,0-34
611982,M,Wales,A Level or Equivalent,N,0-34
611983,M,Scotland,Lower Than A Level,N,0-34
611988,M,South East Region,Lower Than A Level,N,35-54
611999,M,Ireland,A Level or Equivalent,N,0-34
612000,F,South East Region,A Level or Equivalent,N,0-34
612002,F,South West Region,A Level or Equivalent,N,35-54
612023,M,South Region,Lower Than A Level,N,0-34
612026,M,South East Region,A Level or Equivalent,N,0-34
612039,F,North Western Region,Lower Than A Level,N,0-34
612048,M,Scotland,A Level or Equivalent,N,0-34
612050,F,Scotland,A Level or Equivalent,N,0-34
612082,F,Scotland,HE Qualification,N,0-34
612089,F,East Midlands Region,Lower Than A Level,N,0-34
612111,F,East Anglian Region,Lower Than A Level,N,0-34
612113,F,Wales,A Level or Equivalent,N,35-54
612119,M,North Western Region,A Level or Equivalent,N,0-34
612120,F,East Midlands Region,Lower Than A Level,N,0-34
612124,M,South East Region,A Level or Equivalent,N,0-34
612127,M,West Midlands Region,A Level or Equivalent,N,0-34
612135,F,South Region,A Level or Equivalent,N,0-34
612136,F,Scotland,Lower Than A Level,N,0-34
612149,F,Yorkshire Region,HE Qualification,N,0-34
612157,M,North Western Region,Lower Than A Level,N,0-34
612177,M,Scotland,HE Qualification,N,0-34
612179,F,Scotland,HE Qualification,N,0-34
612183,M,Scotland,A Level or Equivalent,N,35-54
612187,M,Scotland,HE Qualification,N,0-34
612191,M,Scotland,Lower Than A Level,N,35-54
612199,M,Scotland,HE Qualification,N,0-34
612207,F,North Western Region,Lower Than A Level,N,0-34
612210,F,Scotland,A Level or Equivalent,N,0-34
612212,F,East Anglian Region,A Level or Equivalent,Y,0-34
612217,F,Yorkshire Region,Lower Than A Level,N,35-54
612230,F,South East Region,Lower Than A Level,N,0-34
612235,F,Scotland,HE Qualification,N,35-54
612247,F,South East Region,Lower Than A Level,N,35-54
612248,M,Scotland,HE Qualification,N,35-54
612252,M,South East Region,A Level or Equivalent,N,35-54
612254,M,West Midlands Region,A Level or Equivalent,N,0-34
612255,M,South East Region,Lower Than A Level,N,35-54
612283,F,Scotland,Lower Than A Level,N,0-34
612287,M,Wales,Lower Than A Level,N,0-34
612319,M,London Region,A Level or Equivalent,N,0-34
612326,M,Wales,A Level or Equivalent,N,0-34
612327,M,South West Region,A Level or Equivalent,N,0-34
612337,F,North Western Region,A Level or Equivalent,N,0-34
612338,M,South Region,A Level or Equivalent,N,0-34
612355,F,South East Region,A Level or Equivalent,N,0-34
612361,F,South East Region,A Level or Equivalent,N,35-54
612363,F,East Anglian Region,A Level or Equivalent,N,0-34
612370,F,Yorkshire Region,A Level or Equivalent,N,0-34
612381,F,East Anglian Region,HE Qualification,N,35-54
612385,F,East Midlands Region,A Level or Equivalent,N,0-34
612395,F,West Midlands Region,Lower Than A Level,N,35-54
612396,F,East Anglian Region,A Level or Equivalent,N,0-34
612397,M,South East Region,Lower Than A Level,N,35-54
612429,F,East Midlands Region,Lower Than A Level,Y,35-54
612439,M,Wales,HE Qualification,N,0-34
612443,F,Ireland,A Level or Equivalent,N,35-54
612449,M,East Anglian Region,A Level or Equivalent,N,35-54
612459,F,North Western Region,Lower Than A Level,N,0-34
612473,F,East Anglian Region,A Level or Equivalent,N,35-54
612484,F,Ireland,A Level or Equivalent,N,35-54
612488,F,Ireland,A Level or Equivalent,N,0-34
612506,F,Scotland,Lower Than A Level,N,0-34
612517,F,Ireland,A Level or Equivalent,N,0-34
612528,M,South West Region,A Level or Equivalent,N,0-34
612530,M,South Region,A Level or Equivalent,N,0-34
612535,M,South Region,A Level or Equivalent,N,0-34
612538,M,South Region,A Level or Equivalent,N,0-34
612539,M,South Region,A Level or Equivalent,N,35-54
612540,M,South Region,A Level or Equivalent,N,0-34
612542,M,South Region,HE Qualification,N,0-34
612543,F,South Region,A Level or Equivalent,N,0-34
612545,F,South Region,A Level or Equivalent,N,0-34
612547,M,South Region,A Level or Equivalent,N,0-34
612549,M,South Region,A Level or Equivalent,N,0-34
612561,F,West Midlands Region,Lower Than A Level,N,0-34
612563,M,West Midlands Region,A Level or Equivalent,N,0-34
612565,F,South East Region,Lower Than A Level,N,0-34
612566,F,South East Region,Lower Than A Level,N,0-34
612568,F,Ireland,A Level or Equivalent,N,35-54
612598,M,London Region,Lower Than A Level,N,0-34
612600,F,East Midlands Region,Lower Than A Level,N,0-34
612607,M,Scotland,Lower Than A Level,N,35-54
612615,M,North Region,Lower Than A Level,N,0-34
612620,F,South East Region,Lower Than A Level,N,35-54
612621,F,East Anglian Region,Lower Than A Level,N,35-54
612625,F,East Anglian Region,A Level or Equivalent,N,0-34
612638,F,East Anglian Region,Lower Than A Level,N,35-54
612644,M,South West Region,A Level or Equivalent,N,0-34
612656,F,South East Region,HE Qualification,N,35-54
612658,F,South East Region,HE Qualification,N,0-34
612661,F,South East Region,HE Qualification,N,35-54
612669,F,London Region,Lower Than A Level,N,0-34
612673,M,Wales,A Level or Equivalent,N,0-34
612684,F,Yorkshire Region,Lower Than A Level,N,0-34
612690,F,North Region,Lower Than A Level,N,0-34
612709,M,South West Region,Lower Than A Level,Y,0-34
612711,F,South West Region,Lower Than A Level,N,0-34
612717,M,North Region,HE Qualification,N,0-34
612721,F,South West Region,A Level or Equivalent,N,35-54
612740,M,North Western Region,A Level or Equivalent,N,0-34
612743,M,London Region,A Level or Equivalent,N,0-34
612750,F,Ireland,Lower Than A Level,Y,0-34
612756,F,Yorkshire Region,A Level or Equivalent,N,0-34
612757,M,North Region,HE Qualification,N,35-54
612763,M,London Region,Lower Than A Level,N,35-54
612797,F,North Western Region,Lower Than A Level,N,0-34
612798,F,Scotland,HE Qualification,N,0-34
612805,M,South East Region,HE Qualification,N,0-34
612814,M,London Region,A Level or Equivalent,N,0-34
612822,M,North Western Region,Lower Than A Level,N,0-34
612841,F,Wales,A Level or Equivalent,N,0-34
612842,F,East Midlands Region,A Level or Equivalent,N,35-54
612860,M,South Region,A Level or Equivalent,N,0-34
612862,F,South Region,A Level or Equivalent,N,0-34
612870,F,East Anglian Region,A Level or Equivalent,N,35-54
612880,M,South West Region,Lower Than A Level,N,0-34
612882,M,East Anglian Region,HE Qualification,N,0-34
612891,F,Ireland,Lower Than A Level,N,35-54
612903,F,South West Region,A Level or Equivalent,N,0-34
612919,F,Scotland,A Level or Equivalent,N,35-54
612929,F,London Region,A Level or Equivalent,Y,0-34
612935,M,North Western Region,HE Qualification,N,0-34
612979,M,South East Region,Lower Than A Level,N,0-34
612982,M,East Anglian Region,Lower Than A Level,N,0-34
612986,M,London Region,A Level or Equivalent,N,35-54
613013,M,East Midlands Region,Lower Than A Level,N,0-34
613015,F,South Region,A Level or Equivalent,N,35-54
613027,F,North Region,Lower Than A Level,N,35-54
613038,F,North Western Region,HE Qualification,N,35-54
613039,M,North Region,Lower Than A Level,N,0-34
613047,F,Scotland,Lower Than A Level,N,35-54
613051,F,Ireland,Lower Than A Level,N,35-54
613059,F,North Western Region,Lower Than A Level,N,35-54
613063,M,West Midlands Region,Lower Than A Level,N,0-34
613091,M,Scotland,A Level or Equivalent,N,0-34
613093,F,Yorkshire Region,A Level or Equivalent,N,0-34
613102,F,North Western Region,A Level or Equivalent,N,35-54
613105,M,Yorkshire Region,Lower Than A Level,N,0-34
613106,M,North Region,A Level or Equivalent,N,0-34
613107,F,Ireland,A Level or Equivalent,N,35-54
613116,F,West Midlands Region,Lower Than A Level,N,0-34
613120,M,London Region,A Level or Equivalent,N,35-54
613122,M,North Western Region,HE Qualification,N,35-54
613131,F,East Anglian Region,Lower Than A Level,N,35-54
613133,M,North Region,Post Graduate Qualification,N,0-34
613135,M,South West Region,A Level or Equivalent,N,35-54
613146,M,West Midlands Region,A Level or Equivalent,N,0-34
613152,M,South East Region,A Level or Equivalent,Y,0-34
613158,F,Ireland,Lower Than A Level,N,35-54
613159,F,Ireland,A Level or Equivalent,N,35-54
613160,F,Ireland,A Level or Equivalent,N,0-34
613161,F,Yorkshire Region,Lower Than A Level,N,0-34
613162,M,Ireland,A Level or Equivalent,N,0-34
613164,F,Ireland,A Level or Equivalent,N,35-54
613165,F,Yorkshire Region,A Level or Equivalent,N,0-34
613170,F,South West Region,Lower Than A Level,N,0-34
613171,F,Scotland,Lower Than A Level,N,35-54
613173,F,Scotland,A Level or Equivalent,N,35-54
613175,F,Ireland,A Level or Equivalent,N,0-34
613176,F,Ireland,A Level or Equivalent,N,35-54
613177,F,Ireland,A Level or Equivalent,N,35-54
613191,F,Ireland,Lower Than A Level,N,0-34
613196,F,Ireland,Lower Than A Level,N,35-54
613199,F,Ireland,A Level or Equivalent,Y,0-34
613200,F,Ireland,Lower Than A Level,N,0-34
613203,F,Ireland,HE Qualification,N,0-34
613205,F,South West Region,A Level or Equivalent,N,0-34
613208,F,Ireland,A Level or Equivalent,N,35-54
613213,M,South Region,Lower Than A Level,N,35-54
613226,M,South Region,Lower Than A Level,N,35-54
613227,F,Yorkshire Region,Lower Than A Level,N,35-54
613235,M,North Western Region,A Level or Equivalent,Y,35-54
613237,M,Scotland,A Level or Equivalent,N,35-54
613255,M,South East Region,Lower Than A Level,N,35-54
613273,M,Ireland,Lower Than A Level,N,35-54
613280,F,London Region,HE Qualification,N,0-34
613281,M,East Anglian Region,Lower Than A Level,Y,35-54
613293,F,Ireland,Lower Than A Level,N,35-54
613298,M,Ireland,HE Qualification,N,0-34
613299,F,West Midlands Region,Lower Than A Level,N,0-34
613300,F,South West Region,A Level or Equivalent,N,0-34
613310,M,Ireland,A Level or Equivalent,N,0-34
613313,M,Scotland,A Level or Equivalent,N,0-34
613330,F,London Region,Lower Than A Level,N,35-54
613355,M,Wales,A Level or Equivalent,N,35-54
613380,F,North Region,Lower Than A Level,N,0-34
613387,M,North Region,HE Qualification,N,0-34
613390,F,East Anglian Region,A Level or Equivalent,N,0-34
613407,F,South East Region,Lower Than A Level,N,35-54
613416,M,East Anglian Region,A Level or Equivalent,N,0-34
613417,M,Wales,Lower Than A Level,N,0-34
613418,F,East Anglian Region,A Level or Equivalent,N,0-34
613426,F,Wales,Lower Than A Level,N,0-34
613441,M,East Anglian Region,A Level or Equivalent,N,0-34
613447,M,East Midlands Region,Lower Than A Level,Y,0-34
613459,F,East Midlands Region,A Level or Equivalent,N,0-34
613461,M,Scotland,Lower Than A Level,N,0-34
613464,M,East Anglian Region,Lower Than A Level,N,0-34
613466,M,Wales,HE Qualification,N,35-54
613501,M,East Anglian Region,Lower Than A Level,N,0-34
613512,F,North Western Region,Lower Than A Level,N,0-34
613559,F,London Region,HE Qualification,N,0-34
613574,M,South Region,A Level or Equivalent,N,0-34
613586,F,East Anglian Region,Lower Than A Level,N,35-54
613593,M,South East Region,A Level or Equivalent,N,0-34
613611,F,North Western Region,Lower Than A Level,N,0-34
613616,M,London Region,Lower Than A Level,Y,35-54
613617,F,Yorkshire Region,Lower Than A Level,N,0-34
613630,F,South East Region,Lower Than A Level,N,35-54
613634,M,South Region,Lower Than A Level,Y,0-34
613639,F,North Western Region,Lower Than A Level,N,0-34
613641,F,Yorkshire Region,HE Qualification,N,0-34
613644,M,South West Region,A Level or Equivalent,N,0-34
613646,F,North Western Region,Lower Than A Level,N,35-54
613667,M,West Midlands Region,A Level or Equivalent,N,0-34
613675,F,East Anglian Region,Lower Than A Level,N,35-54
613676,M,Scotland,Lower Than A Level,N,0-34
613677,F,North Region,A Level or Equivalent,N,0-34
613683,F,South Region,A Level or Equivalent,N,0-34
613691,M,East Midlands Region,Lower Than A Level,N,0-34
613703,F,Wales,Lower Than A Level,Y,0-34
613717,F,South Region,A Level or Equivalent,N,0-34
613718,F,Ireland,A Level or Equivalent,N,0-34
613720,F,London Region,Lower Than A Level,N,0-34
613722,F,North Western Region,Lower Than A Level,N,0-34
613728,F,West Midlands Region,A Level or Equivalent,N,35-54
613735,F,South East Region,HE Qualification,N,35-54
613738,F,South East Region,HE Qualification,N,0-34
613743,F,Wales,HE Qualification,N,35-54
613775,M,East Anglian Region,Lower Than A Level,N,0-34
613790,M,Scotland,HE Qualification,N,35-54
613791,F,Scotland,A Level or Equivalent,N,0-34
613806,M,East Anglian Region,HE Qualification,N,0-34
613832,F,Yorkshire Region,Lower Than A Level,N,35-54
613834,M,South Region,A Level or Equivalent,N,35-54
613842,F,East Anglian Region,A Level or Equivalent,N,0-34
613856,F,North Western Region,Lower Than A Level,N,0-34
613864,F,East Anglian Region,No Formal quals,N,0-34
613865,M,East Anglian Region,A Level or Equivalent,N,0-34
613873,M,South East Region,Lower Than A Level,N,0-34
613874,F,East Anglian Region,HE Qualification,N,0-34
613876,M,Scotland,Lower Than A Level,Y,0-34
613881,F,Yorkshire Region,Lower Than A Level,N,0-34
613896,F,East Midlands Region,HE Qualification,N,0-34
613899,M,North Region,Lower Than A Level,N,35-54
613900,M,East Midlands Region,Lower Than A Level,N,35-54
613909,F,East Midlands Region,Lower Than A Level,N,0-34
613910,M,West Midlands Region,Lower Than A Level,N,35-54
613928,F,North Western Region,Lower Than A Level,N,0-34
613932,F,Wales,Lower Than A Level,N,0-34
613946,F,East Midlands Region,Lower Than A Level,N,35-54
613952,M,North Region,Lower Than A Level,N,0-34
613953,M,North Western Region,A Level or Equivalent,N,0-34
613954,M,Scotland,Lower Than A Level,N,0-34
613966,M,Scotland,A Level or Equivalent,N,0-34
613972,F,South East Region,Lower Than A Level,N,0-34
613981,F,North Western Region,Lower Than A Level,N,0-34
613983,F,North Western Region,A Level or Equivalent,N,0-34
613988,F,South West Region,A Level or Equivalent,Y,35-54
613993,M,Yorkshire Region,Lower Than A Level,N,0-34
614013,F,Wales,A Level or Equivalent,N,0-34
614025,M,Wales,A Level or Equivalent,N,0-34
614039,F,Wales,A Level or Equivalent,N,35-54
614059,M,South Region,HE Qualification,Y,35-54
614064,F,Wales,A Level or Equivalent,N,35-54
614068,F,Wales,Lower Than A Level,N,0-34
614072,F,Wales,A Level or Equivalent,N,0-34
614073,F,South West Region,Lower Than A Level,N,35-54
614074,M,North Region,Lower Than A Level,N,0-34
614083,M,North Western Region,Lower Than A Level,Y,0-34
614117,F,East Anglian Region,HE Qualification,N,0-34
614129,F,Yorkshire Region,Lower Than A Level,N,0-34
614130,F,East Midlands Region,A Level or Equivalent,N,0-34
614142,F,North Region,Lower Than A Level,N,0-34
614148,F,North Western Region,HE Qualification,N,35-54
614159,F,East Anglian Region,A Level or Equivalent,N,0-34
614162,M,South Region,A Level or Equivalent,N,35-54
614163,M,South West Region,A Level or Equivalent,N,0-34
614172,F,London Region,A Level or Equivalent,N,0-34
614176,M,East Anglian Region,HE Qualification,N,35-54
614181,M,North Western Region,HE Qualification,N,0-34
614204,F,South West Region,A Level or Equivalent,N,0-34
614212,F,East Midlands Region,Lower Than A Level,N,0-34
614217,M,South West Region,HE Qualification,N,35-54
614224,F,West Midlands Region,Lower Than A Level,Y,35-54
614233,F,North Western Region,Lower Than A Level,N,35-54
614234,M,Scotland,HE Qualification,N,35-54
614241,F,East Anglian Region,Lower Than A Level,Y,0-34
614245,M,Scotland,A Level or Equivalent,N,35-54
614249,F,North Western Region,Lower Than A Level,N,35-54
614262,F,London Region,Lower Than A Level,N,0-34
614263,F,Yorkshire Region,Lower Than A Level,N,0-34
614265,M,South Region,Lower Than A Level,Y,35-54
614270,F,South East Region,A Level or Equivalent,N,0-34
614300,M,East Midlands Region,A Level or Equivalent,N,0-34
614345,F,North Western Region,Lower Than A Level,N,0-34
614357,F,East Anglian Region,A Level or Equivalent,N,0-34
614381,F,Yorkshire Region,HE Qualification,N,0-34
614398,F,North Western Region,A Level or Equivalent,N,0-34
614403,F,North Region,Lower Than A Level,N,35-54
614405,M,East Anglian Region,A Level or Equivalent,N,0-34
614406,F,Scotland,HE Qualification,N,0-34
614419,F,London Region,Lower Than A Level,N,35-54
614424,F,Yorkshire Region,A Level or Equivalent,N,35-54
614458,F,Scotland,A Level or Equivalent,N,35-54
614471,F,South East Region,Lower Than A Level,N,0-34
614477,F,South Region,A Level or Equivalent,N,0-34
614495,F,East Anglian Region,Post Graduate Qualification,N,35-54
614499,F,East Anglian Region,Lower Than A Level,N,0-34
614546,F,Yorkshire Region,A Level or Equivalent,N,35-54
614556,F,Yorkshire Region,A Level or Equivalent,N,0-34
614561,F,South West Region,Lower Than A Level,N,0-34
614562,M,South Region,Lower Than A Level,N,0-34
614571,F,East Anglian Region,Lower Than A Level,N,0-34
614582,F,East Anglian Region,Lower Than A Level,N,0-34
614583,F,East Anglian Region,HE Qualification,N,0-34
614586,F,Yorkshire Region,Lower Than A Level,N,0-34
614599,M,West Midlands Region,Lower Than A Level,N,0-34
614601,M,South East Region,A Level or Equivalent,Y,0-34
614623,M,East Midlands Region,A Level or Equivalent,N,0-34
614629,M,London Region,HE Qualification,N,35-54
614633,M,Yorkshire Region,A Level or Equivalent,N,0-34
614649,M,Wales,Lower Than A Level,N,0-34
614650,F,Scotland,HE Qualification,N,35-54
614661,F,South West Region,A Level or Equivalent,N,0-34
614668,F,Wales,A Level or Equivalent,N,0-34
614683,F,Scotland,HE Qualification,N,0-34
614693,F,Wales,Lower Than A Level,N,35-54
614728,F,South Region,A Level or Equivalent,N,0-34
614730,M,South West Region,Lower Than A Level,Y,0-34
614732,M,South Region,A Level or Equivalent,N,0-34
614733,M,London Region,No Formal quals,N,0-34
614734,F,South Region,A Level or Equivalent,N,0-34
614737,M,Ireland,A Level or Equivalent,N,0-34
614738,M,South Region,A Level or Equivalent,N,0-34
614741,F,South Region,Lower Than A Level,N,0-34
614742,F,South Region,A Level or Equivalent,N,0-34
614744,M,South Region,A Level or Equivalent,N,35-54
614745,M,South Region,A Level or Equivalent,N,35-54
614754,M,Scotland,HE Qualification,N,0-34
614761,M,West Midlands Region,Lower Than A Level,N,0-34
614764,F,Yorkshire Region,A Level or Equivalent,N,0-34
614791,F,South Region,A Level or Equivalent,N,35-54
614798,F,Scotland,Lower Than A Level,N,0-34
614801,M,Yorkshire Region,Lower Than A Level,N,0-34
614804,M,Scotland,A Level or Equivalent,Y,0-34
614808,M,South Region,A Level or Equivalent,N,0-34
614812,M,North Region,A Level or Equivalent,N,0-34
614813,F,Yorkshire Region,No Formal quals,N,0-34
614844,F,East Anglian Region,A Level or Equivalent,N,0-34
614871,F,Yorkshire Region,Lower Than A Level,N,0-34
614879,M,North Western Region,Lower Than A Level,N,0-34
614887,M,East Anglian Region,Lower Than A Level,N,0-34
614892,M,South West Region,Lower Than A Level,N,35-54
614893,F,South East Region,A Level or Equivalent,N,0-34
614907,M,East Anglian Region,Lower Than A Level,N,0-34
614909,F,Scotland,A Level or Equivalent,N,0-34
614912,F,West Midlands Region,A Level or Equivalent,N,0-34
614930,M,London Region,A Level or Equivalent,N,0-34
614949,F,Scotland,HE Qualification,N,0-34
614952,M,London Region,Lower Than A Level,N,0-34
614973,M,East Midlands Region,Lower Than A Level,N,0-34
614984,M,South West Region,Lower Than A Level,N,35-54
614994,M,Ireland,A Level or Equivalent,N,0-34
615001,F,Yorkshire Region,Lower Than A Level,N,0-34
615016,F,South East Region,Lower Than A Level,N,35-54
