id_site,code_module,code_presentation,activity_type,week_from,week_to
768377,BBB,2014B,quiz,,
768378,BBB,2014B,quiz,,
768379,BBB,2014B,quiz,,
768380,BBB,2014B,quiz,,
768381,BBB,2014B,oucontent,,
768382,BBB,2014B,oucontent,,
768383,BBB,2014B,oucontent,1.0,1.0
768391,BBB,2014B,sharedsubpage,,
768393,BBB,2014B,subpage,,
768394,BBB,2014B,subpage,,
768395,BBB,2014B,subpage,,
768396,BBB,2014B,subpage,1.0,1.0
768397,BBB,2014B,subpage,1.0,1.0
768398,BBB,2014B,subpage,3.0,3.0
768399,BBB,2014B,subpage,4.0,4.0
768400,BBB,2014B,subpage,5.0,5.0
768401,BBB,2014B,subpage,7.0,7.0
768402,BBB,2014B,subpage,8.0,8.0
768403,BBB,2014B,subpage,9.0,9.0
768404,BBB,2014B,subpage,10.0,10.0
768405,BBB,2014B,subpage,12.0,12.0
768406,BBB,2014B,subpage,13.0,13.0
768407,BBB,2014B,subpage,14.0,14.0
768408,BBB,2014B,subpage,15.0,15.0
768409,BBB,2014B,subpage,17.0,17.0
768410,BBB,2014B,subpage,18.0,18.0
768411,BBB,2014B,subpage,19.0,19.0
768412,BBB,2014B,subpage,20.0,20.0
768413,BBB,2014B,subpage,22.0,22.0
768414,BBB,2014B,subpage,23.0,23.0
768415,BBB,2014B,subpage,24.0,24.0
768416,BBB,2014B,subpage,25.0,25.0
768417,BBB,2014B,subpage,27.0,27.0
768418,BBB,2014B,subpage,27.0,27.0
768419,BBB,2014B,subpage,,
768420,BBB,2014B,subpage,,
768421,BBB,2014B,subpage,,
768422,BBB,2014B,subpage,,
768424,BBB,2014B,subpage,,
768425,BBB,2014B,subpage,,
768427,BBB,2014B,subpage,,
768428,BBB,2014B,subpage,,
768429,BBB,2014B,subpage,,
768430,BBB,2014B,subpage,,
768431,BBB,2014B,subpage,28.0,28.0
768432,BBB,2014B,resource,,
768433,BBB,2014B,resource,,
768434,BBB,2014B,resource,,
768435,BBB,2014B,resource,,
768436,BBB,2014B,resource,,
768437,BBB,2014B,resource,,
768438,BBB,2014B,resource,,
768439,BBB,2014B,resource,,
768440,BBB,2014B,resource,,
768441,BBB,2014B,resource,,
768442,BBB,2014B,resource,,
768443,BBB,2014B,resource,,
768444,BBB,2014B,resource,,
768445,BBB,2014B,resource,,
768446,BBB,2014B,resource,,
768447,BBB,2014B,resource,,
768448,BBB,2014B,resource,,
768449,BBB,2014B,resource,,
768450,BBB,2014B,resource,,
768451,BBB,2014B,resource,,
768452,BBB,2014B,resource,,
768453,BBB,2014B,resource,,
768454,BBB,2014B,resource,,
768455,BBB,2014B,resource,,
768456,BBB,2014B,resource,,
768457,BBB,2014B,resource,,
768458,BBB,2014B,resource,,
768459,BBB,2014B,resource,,
768460,BBB,2014B,resource,,
768461,BBB,2014B,resource,,
768462,BBB,2014B,resource,,
768463,BBB,2014B,resource,,
768464,BBB,2014B,resource,,
768465,BBB,2014B,resource,,
768466,BBB,2014B,resource,,
768467,BBB,2014B,resource,,
768468,BBB,2014B,resource,,
768469,BBB,2014B,resource,,
768470,BBB,2014B,resource,,
768472,BBB,2014B,resource,1.0,1.0
768473,BBB,2014B,resource,1.0,1.0
768474,BBB,2014B,resource,1.0,1.0
768475,BBB,2014B,resource,1.0,1.0
768476,BBB,2014B,resource,3.0,3.0
768477,BBB,2014B,resource,3.0,3.0
768478,BBB,2014B,resource,4.0,4.0
768479,BBB,2014B,resource,4.0,4.0
768480,BBB,2014B,resource,,
768481,BBB,2014B,resource,,
768482,BBB,2014B,resource,,
768483,BBB,2014B,resource,,
768484,BBB,2014B,resource,,
768485,BBB,2014B,resource,,
768486,BBB,2014B,resource,,
768487,BBB,2014B,resource,,
768488,BBB,2014B,resource,,
768489,BBB,2014B,resource,,
768490,BBB,2014B,resource,,
768491,BBB,2014B,resource,,
768492,BBB,2014B,resource,,
768493,BBB,2014B,resource,,
768494,BBB,2014B,resource,,
768495,BBB,2014B,resource,,
768496,BBB,2014B,resource,,
768497,BBB,2014B,resource,,
768498,BBB,2014B,resource,,
768499,BBB,2014B,resource,3.0,3.0
768500,BBB,2014B,resource,,
768501,BBB,2014B,resource,,
768502,BBB,2014B,resource,,
768503,BBB,2014B,resource,,
768504,BBB,2014B,resource,,
768505,BBB,2014B,resource,,
768506,BBB,2014B,resource,,
768507,BBB,2014B,resource,,
768508,BBB,2014B,resource,,
768509,BBB,2014B,resource,,
768510,BBB,2014B,resource,,
768511,BBB,2014B,resource,3.0,3.0
768512,BBB,2014B,resource,,
768513,BBB,2014B,resource,,
768514,BBB,2014B,resource,,
768515,BBB,2014B,resource,,
768516,BBB,2014B,resource,,
768517,BBB,2014B,resource,12.0,12.0
768518,BBB,2014B,resource,,
768519,BBB,2014B,resource,13.0,13.0
768521,BBB,2014B,resource,8.0,8.0
768522,BBB,2014B,resource,,
768523,BBB,2014B,resource,,
768524,BBB,2014B,resource,,
768525,BBB,2014B,resource,,
768526,BBB,2014B,resource,,
768527,BBB,2014B,resource,,
768528,BBB,2014B,resource,,
768529,BBB,2014B,resource,27.0,27.0
768530,BBB,2014B,resource,13.0,13.0
768531,BBB,2014B,resource,,
768532,BBB,2014B,resource,,
768533,BBB,2014B,resource,,
768534,BBB,2014B,resource,,
768535,BBB,2014B,resource,13.0,13.0
768536,BBB,2014B,resource,1.0,1.0
768537,BBB,2014B,resource,,
768538,BBB,2014B,resource,,
768539,BBB,2014B,resource,,
768540,BBB,2014B,resource,,
768541,BBB,2014B,resource,,
768542,BBB,2014B,resource,,
768543,BBB,2014B,resource,,
768544,BBB,2014B,resource,,
768545,BBB,2014B,resource,14.0,14.0
768546,BBB,2014B,resource,,
768547,BBB,2014B,resource,,
768548,BBB,2014B,resource,,
768549,BBB,2014B,resource,,
768550,BBB,2014B,resource,,
768551,BBB,2014B,resource,14.0,14.0
768552,BBB,2014B,resource,,
768553,BBB,2014B,resource,,
768554,BBB,2014B,resource,,
768555,BBB,2014B,resource,,
768556,BBB,2014B,resource,,
768558,BBB,2014B,resource,,
768559,BBB,2014B,resource,14.0,14.0
768560,BBB,2014B,resource,,
768561,BBB,2014B,resource,,
768562,BBB,2014B,resource,,
768564,BBB,2014B,resource,,
768565,BBB,2014B,resource,,
768566,BBB,2014B,resource,,
768567,BBB,2014B,resource,,
768568,BBB,2014B,resource,,
768569,BBB,2014B,resource,,
768570,BBB,2014B,resource,,
768571,BBB,2014B,resource,,
768572,BBB,2014B,resource,15.0,15.0
768573,BBB,2014B,resource,,
768574,BBB,2014B,resource,,
768575,BBB,2014B,resource,19.0,19.0
768576,BBB,2014B,resource,,
768579,BBB,2014B,resource,,
768580,BBB,2014B,resource,,
768581,BBB,2014B,resource,,
768582,BBB,2014B,resource,,
768583,BBB,2014B,resource,,
768584,BBB,2014B,resource,,
768585,BBB,2014B,resource,,
768586,BBB,2014B,resource,,
768587,BBB,2014B,resource,,
768588,BBB,2014B,resource,,
768589,BBB,2014B,resource,,
768590,BBB,2014B,resource,,
768591,BBB,2014B,resource,,
768592,BBB,2014B,resource,17.0,17.0
768593,BBB,2014B,resource,,
768594,BBB,2014B,resource,,
768595,BBB,2014B,resource,,
768596,BBB,2014B,resource,,
768597,BBB,2014B,resource,7.0,7.0
768598,BBB,2014B,resource,,
768599,BBB,2014B,resource,,
768600,BBB,2014B,resource,,
768601,BBB,2014B,resource,,
768602,BBB,2014B,resource,,
768604,BBB,2014B,resource,,
768605,BBB,2014B,resource,,
768606,BBB,2014B,resource,,
768607,BBB,2014B,resource,18.0,18.0
768608,BBB,2014B,resource,,
768609,BBB,2014B,resource,,
768610,BBB,2014B,resource,,
768611,BBB,2014B,resource,,
768612,BBB,2014B,resource,,
768613,BBB,2014B,resource,,
768614,BBB,2014B,resource,8.0,8.0
768615,BBB,2014B,resource,,
768616,BBB,2014B,resource,,
768617,BBB,2014B,resource,,
768618,BBB,2014B,resource,28.0,28.0
768619,BBB,2014B,resource,20.0,20.0
768620,BBB,2014B,resource,9.0,9.0
768621,BBB,2014B,resource,,
768622,BBB,2014B,resource,,
768623,BBB,2014B,resource,22.0,22.0
768624,BBB,2014B,resource,,
768625,BBB,2014B,resource,,
768626,BBB,2014B,resource,,
768627,BBB,2014B,resource,,
768628,BBB,2014B,resource,,
768629,BBB,2014B,resource,,
768630,BBB,2014B,resource,23.0,23.0
768631,BBB,2014B,resource,,
768632,BBB,2014B,resource,,
768633,BBB,2014B,resource,,
768634,BBB,2014B,resource,,
768635,BBB,2014B,resource,,
768636,BBB,2014B,resource,,
768637,BBB,2014B,resource,,
768638,BBB,2014B,resource,,
768639,BBB,2014B,resource,,
768640,BBB,2014B,resource,25.0,25.0
768641,BBB,2014B,resource,,
768642,BBB,2014B,resource,,
768643,BBB,2014B,resource,24.0,24.0
768644,BBB,2014B,resource,,
768645,BBB,2014B,resource,,
768646,BBB,2014B,resource,,
768647,BBB,2014B,resource,,
768648,BBB,2014B,resource,,
768649,BBB,2014B,resource,,
768650,BBB,2014B,resource,27.0,27.0
768651,BBB,2014B,resource,,
768652,BBB,2014B,resource,,
768653,BBB,2014B,resource,,
768654,BBB,2014B,resource,,
768655,BBB,2014B,resource,13.0,13.0
768656,BBB,2014B,resource,,
768657,BBB,2014B,resource,,
768658,BBB,2014B,resource,,
768659,BBB,2014B,resource,10.0,10.0
768660,BBB,2014B,resource,,
768661,BBB,2014B,resource,,
768662,BBB,2014B,resource,13.0,13.0
768663,BBB,2014B,resource,7.0,7.0
768664,BBB,2014B,resource,5.0,5.0
768665,BBB,2014B,resource,,
768666,BBB,2014B,resource,,
768667,BBB,2014B,resource,,
768668,BBB,2014B,resource,13.0,13.0
768669,BBB,2014B,resource,,
768771,BBB,2014B,url,,
768772,BBB,2014B,url,23.0,23.0
768773,BBB,2014B,url,19.0,19.0
768774,BBB,2014B,url,15.0,15.0
768775,BBB,2014B,url,22.0,22.0
768776,BBB,2014B,url,15.0,15.0
768777,BBB,2014B,url,15.0,15.0
768778,BBB,2014B,url,14.0,14.0
768779,BBB,2014B,url,2.0,2.0
768780,BBB,2014B,url,,
768783,BBB,2014B,url,,
768785,BBB,2014B,url,28.0,28.0
768786,BBB,2014B,url,27.0,27.0
768787,BBB,2014B,url,25.0,25.0
768788,BBB,2014B,oucollaborate,,
772698,DDD,2014B,externalquiz,,
772699,DDD,2014B,externalquiz,,
772700,DDD,2014B,externalquiz,,
772701,DDD,2014B,externalquiz,,
772702,DDD,2014B,externalquiz,,
772703,DDD,2014B,externalquiz,,
772704,DDD,2014B,externalquiz,,
772705,DDD,2014B,homepage,,
772725,DDD,2014B,glossary,,
772727,DDD,2014B,forumng,,
772728,DDD,2014B,forumng,,
772729,DDD,2014B,forumng,,
772733,DDD,2014B,forumng,,
772734,DDD,2014B,forumng,,
772735,DDD,2014B,forumng,,
772736,DDD,2014B,forumng,,
772737,DDD,2014B,forumng,,
772738,DDD,2014B,forumng,,
772739,DDD,2014B,forumng,,
772987,DDD,2014B,oucontent,,
772988,DDD,2014B,oucontent,,
772989,DDD,2014B,oucontent,,
772990,DDD,2014B,oucontent,,
772991,DDD,2014B,oucontent,,
772992,DDD,2014B,oucontent,,
772993,DDD,2014B,oucontent,,
772994,DDD,2014B,oucontent,,
772995,DDD,2014B,oucontent,,
772997,DDD,2014B,oucontent,,
772998,DDD,2014B,oucontent,,
772999,DDD,2014B,oucontent,,
773001,DDD,2014B,oucontent,,
773002,DDD,2014B,ouwiki,,
773008,DDD,2014B,ouwiki,,
773009,DDD,2014B,subpage,,
773010,DDD,2014B,subpage,,
773011,DDD,2014B,subpage,,
773012,DDD,2014B,subpage,,
773013,DDD,2014B,subpage,,
773014,DDD,2014B,subpage,,
773015,DDD,2014B,subpage,,
773016,DDD,2014B,subpage,,
773017,DDD,2014B,subpage,,
773018,DDD,2014B,subpage,,
773019,DDD,2014B,subpage,,
773020,DDD,2014B,subpage,,
773021,DDD,2014B,subpage,,
773022,DDD,2014B,subpage,,
773023,DDD,2014B,subpage,,
773024,DDD,2014B,subpage,,
773025,DDD,2014B,subpage,,
773026,DDD,2014B,subpage,,
773027,DDD,2014B,subpage,,
773028,DDD,2014B,subpage,,
773029,DDD,2014B,subpage,,
773030,DDD,2014B,subpage,,
773031,DDD,2014B,subpage,,
773032,DDD,2014B,subpage,,
773033,DDD,2014B,subpage,,
773034,DDD,2014B,subpage,,
773035,DDD,2014B,subpage,,
773036,DDD,2014B,subpage,,
773037,DDD,2014B,subpage,,
773038,DDD,2014B,subpage,,
773039,DDD,2014B,subpage,,
773040,DDD,2014B,subpage,,
773041,DDD,2014B,subpage,,
773042,DDD,2014B,subpage,,
773043,DDD,2014B,subpage,,
773044,DDD,2014B,subpage,,
773045,DDD,2014B,subpage,,
773046,DDD,2014B,subpage,,
773047,DDD,2014B,subpage,,
773048,DDD,2014B,subpage,,
773049,DDD,2014B,subpage,,
773050,DDD,2014B,subpage,,
773051,DDD,2014B,subpage,,
773053,DDD,2014B,subpage,,
773054,DDD,2014B,subpage,,
773055,DDD,2014B,subpage,,
773056,DDD,2014B,subpage,,
773057,DDD,2014B,subpage,,
773058,DDD,2014B,subpage,,
773059,DDD,2014B,subpage,,
773060,DDD,2014B,subpage,,
773061,DDD,2014B,subpage,,
773062,DDD,2014B,subpage,,
773063,DDD,2014B,subpage,,
773064,DDD,2014B,subpage,,
773065,DDD,2014B,subpage,,
773066,DDD,2014B,subpage,,
773067,DDD,2014B,subpage,,
773068,DDD,2014B,subpage,,
773069,DDD,2014B,subpage,,
773070,DDD,2014B,subpage,,
773071,DDD,2014B,subpage,,
773072,DDD,2014B,subpage,,
773073,DDD,2014B,subpage,,
773074,DDD,2014B,subpage,,
773075,DDD,2014B,subpage,,
773076,DDD,2014B,subpage,,
773077,DDD,2014B,subpage,,
773078,DDD,2014B,subpage,,
773079,DDD,2014B,subpage,,
773080,DDD,2014B,subpage,,
773081,DDD,2014B,subpage,,
773082,DDD,2014B,subpage,,
773083,DDD,2014B,subpage,,
773084,DDD,2014B,subpage,,
773085,DDD,2014B,subpage,,
773086,DDD,2014B,subpage,,
773087,DDD,2014B,subpage,,
773088,DDD,2014B,subpage,,
773089,DDD,2014B,subpage,,
773090,DDD,2014B,subpage,,
773091,DDD,2014B,subpage,,
773092,DDD,2014B,subpage,,
773093,DDD,2014B,subpage,,
773095,DDD,2014B,subpage,,
773096,DDD,2014B,subpage,,
773097,DDD,2014B,subpage,,
773098,DDD,2014B,subpage,,
773099,DDD,2014B,subpage,,
773100,DDD,2014B,subpage,,
773101,DDD,2014B,subpage,,
773102,DDD,2014B,subpage,,
773103,DDD,2014B,subpage,,
773104,DDD,2014B,subpage,,
773105,DDD,2014B,subpage,,
773106,DDD,2014B,subpage,,
773107,DDD,2014B,subpage,,
773108,DDD,2014B,subpage,,
773110,DDD,2014B,subpage,,
773111,DDD,2014B,subpage,,
773112,DDD,2014B,subpage,,
773113,DDD,2014B,subpage,,
773114,DDD,2014B,subpage,,
773115,DDD,2014B,subpage,,
773116,DDD,2014B,subpage,,
773117,DDD,2014B,subpage,,
773118,DDD,2014B,subpage,,
773119,DDD,2014B,subpage,,
773120,DDD,2014B,subpage,,
773121,DDD,2014B,subpage,,
773122,DDD,2014B,subpage,,
773123,DDD,2014B,subpage,,
773124,DDD,2014B,subpage,,
773125,DDD,2014B,subpage,,
773126,DDD,2014B,subpage,,
773127,DDD,2014B,subpage,,
773128,DDD,2014B,subpage,,
773129,DDD,2014B,subpage,,
773130,DDD,2014B,subpage,,
773131,DDD,2014B,subpage,,
773132,DDD,2014B,subpage,,
773133,DDD,2014B,subpage,,
773134,DDD,2014B,subpage,,
773135,DDD,2014B,subpage,,
773136,DDD,2014B,subpage,,
773137,DDD,2014B,subpage,,
773138,DDD,2014B,subpage,,
773139,DDD,2014B,subpage,,
773140,DDD,2014B,subpage,,
773141,DDD,2014B,subpage,,
773142,DDD,2014B,subpage,,
773143,DDD,2014B,subpage,,
773144,DDD,2014B,subpage,,
773145,DDD,2014B,subpage,,
773146,DDD,2014B,subpage,,
773147,DDD,2014B,subpage,,
773148,DDD,2014B,subpage,,
773149,DDD,2014B,subpage,,
773150,DDD,2014B,subpage,,
773151,DDD,2014B,subpage,,
773152,DDD,2014B,subpage,,
773153,DDD,2014B,subpage,,
773154,DDD,2014B,subpage,,
773155,DDD,2014B,subpage,,
773156,DDD,2014B,subpage,,
773157,DDD,2014B,subpage,,
773159,DDD,2014B,subpage,,
773160,DDD,2014B,subpage,,
773161,DDD,2014B,subpage,,
773162,DDD,2014B,subpage,,
773163,DDD,2014B,subpage,,
773164,DDD,2014B,subpage,,
773165,DDD,2014B,subpage,,
773166,DDD,2014B,subpage,,
773167,DDD,2014B,subpage,,
773168,DDD,2014B,subpage,,
773169,DDD,2014B,subpage,,
773170,DDD,2014B,subpage,,
773171,DDD,2014B,subpage,,
773172,DDD,2014B,subpage,,
773173,DDD,2014B,subpage,,
773174,DDD,2014B,subpage,,
773175,DDD,2014B,subpage,,
773176,DDD,2014B,subpage,,
773177,DDD,2014B,subpage,,
773178,DDD,2014B,subpage,,
773179,DDD,2014B,subpage,,
773180,DDD,2014B,subpage,,
773181,DDD,2014B,subpage,,
773182,DDD,2014B,subpage,,
773183,DDD,2014B,subpage,,
773184,DDD,2014B,subpage,,
773185,DDD,2014B,subpage,,
773186,DDD,2014B,subpage,,
773187,DDD,2014B,subpage,,
773188,DDD,2014B,subpage,,
773189,DDD,2014B,subpage,,
773190,DDD,2014B,subpage,,
773191,DDD,2014B,subpage,,
773192,DDD,2014B,subpage,,
773193,DDD,2014B,subpage,,
773194,DDD,2014B,subpage,,
773195,DDD,2014B,subpage,,
773196,DDD,2014B,subpage,,
773197,DDD,2014B,subpage,,
773198,DDD,2014B,subpage,,
773199,DDD,2014B,subpage,,
773200,DDD,2014B,subpage,,
773201,DDD,2014B,subpage,,
773202,DDD,2014B,subpage,,
773203,DDD,2014B,subpage,,
773204,DDD,2014B,subpage,,
773234,DDD,2014B,resource,,
773235,DDD,2014B,resource,,
773236,DDD,2014B,resource,,
773237,DDD,2014B,resource,,
773238,DDD,2014B,resource,,
773239,DDD,2014B,resource,,
773240,DDD,2014B,resource,,
773241,DDD,2014B,resource,,
773242,DDD,2014B,resource,,
773243,DDD,2014B,resource,,
773244,DDD,2014B,resource,,
773246,DDD,2014B,resource,,
773247,DDD,2014B,resource,,
773248,DDD,2014B,resource,,
773251,DDD,2014B,resource,,
773252,DDD,2014B,resource,,
773255,DDD,2014B,resource,,
773256,DDD,2014B,resource,,
773257,DDD,2014B,resource,,
773258,DDD,2014B,resource,,
773259,DDD,2014B,resource,,
773260,DDD,2014B,resource,,
773261,DDD,2014B,resource,,
773262,DDD,2014B,resource,,
773263,DDD,2014B,resource,,
773264,DDD,2014B,resource,,
773265,DDD,2014B,resource,,
773266,DDD,2014B,resource,,
773267,DDD,2014B,resource,,
773268,DDD,2014B,resource,,
773269,DDD,2014B,resource,,
773270,DDD,2014B,resource,,
773271,DDD,2014B,resource,,
773272,DDD,2014B,resource,,
773273,DDD,2014B,resource,,
773274,DDD,2014B,resource,,
773275,DDD,2014B,resource,,
773276,DDD,2014B,resource,,
773277,DDD,2014B,resource,,
773278,DDD,2014B,resource,,
773279,DDD,2014B,resource,,
773280,DDD,2014B,resource,,
773281,DDD,2014B,resource,,
773282,DDD,2014B,resource,,
773283,DDD,2014B,resource,,
773284,DDD,2014B,resource,,
773285,DDD,2014B,resource,,
773286,DDD,2014B,resource,,
773287,DDD,2014B,resource,,
773288,DDD,2014B,resource,,
773289,DDD,2014B,resource,,
773290,DDD,2014B,resource,,
773291,DDD,2014B,resource,,
773292,DDD,2014B,resource,,
773293,DDD,2014B,resource,,
773294,DDD,2014B,resource,,
773295,DDD,2014B,resource,,
773296,DDD,2014B,resource,,
773297,DDD,2014B,resource,,
773298,DDD,2014B,resource,,
773299,DDD,2014B,resource,,
773300,DDD,2014B,resource,,
773301,DDD,2014B,resource,,
773302,DDD,2014B,resource,,
773303,DDD,2014B,resource,,
773304,DDD,2014B,resource,,
773305,DDD,2014B,resource,,
773306,DDD,2014B,resource,,
773307,DDD,2014B,resource,,
773308,DDD,2014B,resource,,
773309,DDD,2014B,resource,,
773310,DDD,2014B,resource,,
773311,DDD,2014B,resource,,
773312,DDD,2014B,resource,,
773313,DDD,2014B,resource,,
773314,DDD,2014B,resource,,
773315,DDD,2014B,resource,,
773316,DDD,2014B,resource,,
773317,DDD,2014B,resource,,
773318,DDD,2014B,resource,,
773319,DDD,2014B,resource,,
773320,DDD,2014B,resource,,
773321,DDD,2014B,resource,,
773322,DDD,2014B,resource,,
773323,DDD,2014B,resource,,
773324,DDD,2014B,resource,,
773325,DDD,2014B,resource,,
773326,DDD,2014B,resource,,
773327,DDD,2014B,resource,,
773328,DDD,2014B,resource,,
773329,DDD,2014B,resource,,
773330,DDD,2014B,resource,,
773331,DDD,2014B,resource,,
773332,DDD,2014B,resource,,
773333,DDD,2014B,resource,,
773334,DDD,2014B,resource,,
773335,DDD,2014B,resource,,
773336,DDD,2014B,resource,,
773337,DDD,2014B,resource,,
773338,DDD,2014B,resource,,
773339,DDD,2014B,resource,,
773340,DDD,2014B,resource,,
773341,DDD,2014B,resource,,
773342,DDD,2014B,resource,,
773343,DDD,2014B,resource,,
773344,DDD,2014B,resource,,
773345,DDD,2014B,resource,,
773346,DDD,2014B,resource,,
773347,DDD,2014B,resource,,
773349,DDD,2014B,resource,,
773350,DDD,2014B,resource,,
773351,DDD,2014B,resource,,
773352,DDD,2014B,resource,,
773353,DDD,2014B,resource,,
773354,DDD,2014B,resource,,
773355,DDD,2014B,resource,,
773356,DDD,2014B,resource,,
773357,DDD,2014B,resource,,
773358,DDD,2014B,resource,,
773359,DDD,2014B,resource,,
773360,DDD,2014B,resource,,
773361,DDD,2014B,resource,,
773362,DDD,2014B,resource,,
773363,DDD,2014B,resource,,
773364,DDD,2014B,resource,,
773365,DDD,2014B,resource,,
773366,DDD,2014B,resource,,
773367,DDD,2014B,resource,,
773368,DDD,2014B,resource,,
773369,DDD,2014B,resource,,
773371,DDD,2014B,resource,,
773372,DDD,2014B,resource,,
773373,DDD,2014B,resource,,
773374,DDD,2014B,resource,,
773375,DDD,2014B,resource,,
773376,DDD,2014B,resource,,
773377,DDD,2014B,resource,,
773378,DDD,2014B,resource,,
773379,DDD,2014B,resource,,
773382,DDD,2014B,resource,,
773383,DDD,2014B,resource,,
773384,DDD,2014B,resource,,
773385,DDD,2014B,resource,,
773386,DDD,2014B,resource,,
773387,DDD,2014B,resource,,
773388,DDD,2014B,resource,,
773389,DDD,2014B,resource,,
773390,DDD,2014B,resource,,
773391,DDD,2014B,resource,,
773393,DDD,2014B,resource,,
773395,DDD,2014B,resource,,
773396,DDD,2014B,resource,,
773397,DDD,2014B,resource,,
773398,DDD,2014B,resource,,
773399,DDD,2014B,resource,,
773400,DDD,2014B,resource,,
773401,DDD,2014B,resource,,
773402,DDD,2014B,resource,,
773404,DDD,2014B,resource,,
773405,DDD,2014B,resource,,
773406,DDD,2014B,resource,,
773407,DDD,2014B,resource,,
773408,DDD,2014B,resource,,
773409,DDD,2014B,resource,,
773410,DDD,2014B,resource,,
773411,DDD,2014B,resource,,
773412,DDD,2014B,resource,,
773413,DDD,2014B,resource,,
773414,DDD,2014B,resource,,
773415,DDD,2014B,resource,,
773416,DDD,2014B,resource,,
773417,DDD,2014B,resource,,
773418,DDD,2014B,resource,,
773419,DDD,2014B,resource,,
773420,DDD,2014B,resource,,
773421,DDD,2014B,oucollaborate,,
773422,DDD,2014B,oucollaborate,,
773423,DDD,2014B,oucollaborate,,
773425,DDD,2014B,oucollaborate,,
773426,DDD,2014B,oucollaborate,,
773427,DDD,2014B,url,,
773428,DDD,2014B,url,,
773429,DDD,2014B,url,,
773430,DDD,2014B,url,,
773431,DDD,2014B,url,,
773432,DDD,2014B,url,,
773433,DDD,2014B,url,,
773434,DDD,2014B,url,,
773435,DDD,2014B,url,,
773436,DDD,2014B,url,,
773437,DDD,2014B,url,,
773438,DDD,2014B,url,,
773441,DDD,2014B,url,,
773442,DDD,2014B,url,,
773443,DDD,2014B,url,,
773444,DDD,2014B,url,,
773445,DDD,2014B,url,,
773446,DDD,2014B,url,,
773447,DDD,2014B,url,,
773448,DDD,2014B,url,,
773449,DDD,2014B,url,,
773451,DDD,2014B,url,,
773452,DDD,2014B,url,0.0,0.0
773453,DDD,2014B,url,,
773455,DDD,2014B,url,,
773456,DDD,2014B,url,,
773457,DDD,2014B,url,,
773458,DDD,2014B,url,,
773459,DDD,2014B,url,,
773460,DDD,2014B,url,,
773461,DDD,2014B,url,,
773462,DDD,2014B,url,,
773463,DDD,2014B,url,,
773464,DDD,2014B,url,,
773465,DDD,2014B,url,,
773467,DDD,2014B,url,,
773468,DDD,2014B,url,,
773469,DDD,2014B,url,,
773470,DDD,2014B,url,,
773471,DDD,2014B,url,,
773472,DDD,2014B,url,,
779071,FFF,2014B,glossary,,
779072,FFF,2014B,forumng,,
779075,FFF,2014B,forumng,,
779076,FFF,2014B,forumng,,
779078,FFF,2014B,forumng,,
779080,FFF,2014B,forumng,,
779088,FFF,2014B,folder,,
779089,FFF,2014B,homepage,,
779259,FFF,2014B,quiz,,
779260,FFF,2014B,quiz,,
779261,FFF,2014B,quiz,,
779262,FFF,2014B,quiz,,
779263,FFF,2014B,quiz,,
779264,FFF,2014B,quiz,,
779265,FFF,2014B,quiz,,
779266,FFF,2014B,quiz,10.0,10.0
779267,FFF,2014B,quiz,10.0,10.0
779268,FFF,2014B,quiz,10.0,10.0
779269,FFF,2014B,quiz,10.0,10.0
779270,FFF,2014B,questionnaire,28.0,28.0
779271,FFF,2014B,questionnaire,28.0,28.0
779272,FFF,2014B,questionnaire,25.0,25.0
779273,FFF,2014B,questionnaire,25.0,25.0
779274,FFF,2014B,questionnaire,24.0,24.0
779275,FFF,2014B,questionnaire,19.0,19.0
779276,FFF,2014B,questionnaire,5.0,5.0
779277,FFF,2014B,questionnaire,5.0,5.0
779278,FFF,2014B,questionnaire,5.0,5.0
779279,FFF,2014B,questionnaire,19.0,19.0
779280,FFF,2014B,questionnaire,19.0,19.0
779281,FFF,2014B,questionnaire,20.0,20.0
779282,FFF,2014B,questionnaire,20.0,20.0
779283,FFF,2014B,questionnaire,25.0,25.0
779331,FFF,2014B,oucontent,,
779332,FFF,2014B,oucontent,,
779333,FFF,2014B,oucontent,10.0,10.0
779334,FFF,2014B,oucontent,9.0,9.0
779335,FFF,2014B,oucontent,1.0,1.0
779336,FFF,2014B,oucontent,9.0,9.0
779337,FFF,2014B,oucontent,9.0,9.0
779339,FFF,2014B,oucontent,,
779341,FFF,2014B,oucontent,19.0,19.0
779342,FFF,2014B,oucontent,,
779343,FFF,2014B,oucontent,12.0,12.0
779344,FFF,2014B,oucontent,,
779345,FFF,2014B,oucontent,27.0,27.0
779346,FFF,2014B,oucontent,24.0,24.0
779347,FFF,2014B,oucontent,5.0,5.0
779348,FFF,2014B,oucontent,,
779349,FFF,2014B,oucontent,3.0,3.0
779351,FFF,2014B,oucontent,7.0,7.0
779352,FFF,2014B,oucontent,11.0,11.0
779353,FFF,2014B,oucontent,11.0,11.0
779354,FFF,2014B,oucontent,18.0,18.0
779355,FFF,2014B,oucontent,8.0,8.0
779356,FFF,2014B,oucontent,8.0,8.0
779357,FFF,2014B,oucontent,9.0,9.0
779358,FFF,2014B,oucontent,8.0,8.0
779359,FFF,2014B,oucontent,21.0,21.0
779360,FFF,2014B,oucontent,29.0,29.0
779361,FFF,2014B,oucontent,11.0,11.0
779362,FFF,2014B,oucontent,11.0,11.0
779363,FFF,2014B,oucontent,8.0,8.0
779364,FFF,2014B,oucontent,15.0,15.0
